Replicate,Line,Sex,Infection,Individual,Block,Day,X,Y,closest_fly,mean_distance,median_distance,FliesWithin10mm,FliesWithin15mm,FliesWithin20mm,Mean_close_flies
30,379,Female,Control,8,1,27/11/2017,62.668,94.101,4.752672722,24.62780838,19.79367336,1,3,6,6
30,379,Female,Control,9,1,27/11/2017,51.202,90.148,8.258381561,24.93938828,23.30612563,1,2,3,6
30,379,Female,Control,10,1,27/11/2017,45.667,84.019,8.258381561,25.63621418,26.91076249,1,2,4,5
30,379,Female,Control,11,1,27/11/2017,35.189,77.298,3.187692739,31.71131582,35.54491632,1,2,2,3
30,379,Female,Control,12,1,27/11/2017,32.026,76.902,3.187692739,34.25716016,38.57993749,1,1,2,3
31,379,Female,Control,1,1,27/11/2017,31.113,57.865,2.658684825,30.7792054,33.88891609,2,2,3,4
31,379,Female,Control,2,1,27/11/2017,33.491,56.676,2.658684825,29.34110263,32.75760335,2,2,4,5
31,379,Female,Control,3,1,27/11/2017,37.058,58.063,3.827173631,26.87602699,29.16777491,2,3,4,5
31,379,Female,Control,4,1,27/11/2017,39.832,71.935,14.1466413,25.8520225,27.70138973,0,1,4,5
31,379,Female,Control,5,1,27/11/2017,58.46,77.88,15.78095878,23.00524454,20.18508204,0,0,5,7
31,379,Female,Control,6,1,27/11/2017,51.722,51.92,11.99754008,25.75248261,24.58026698,0,1,3,6
31,379,Female,Control,7,1,27/11/2017,62.82,56.478,11.99754008,24.2060795,25.81071229,0,3,4,5
31,379,Female,Control,8,1,27/11/2017,73.124,64.009,1.990970115,25.46350922,28.07252554,2,3,3,5
31,379,Female,Control,9,1,27/11/2017,73.323,65.99,1.990970115,25.22726102,26.1955255,2,3,4,4
31,379,Female,Control,10,1,27/11/2017,75.106,70.548,4.894328657,26.65146179,27.26684874,2,2,4,5
31,379,Female,Control,11,1,27/11/2017,66.783,91.356,6.705272627,31.94481403,33.21944674,1,1,2,5
31,379,Female,Control,12,1,27/11/2017,60.442,93.536,6.705272627,32.37603144,32.13528984,1,1,2,6
32,379,Male,Infected,1,1,27/11/2017,81.399,81.687,23.82717444,36.06163172,37.07075231,0,0,0,5
32,379,Male,Infected,2,1,27/11/2017,104.018,74.196,10.95,30.84111968,32.25483393,0,1,2,5
32,379,Male,Infected,3,1,27/11/2017,104.45,55.179,6.832502104,21.6863764,21.91534061,2,3,5,5
32,379,Male,Infected,4,1,27/11/2017,104.018,63.246,8.078558844,23.98313886,26.38605179,1,3,4,5
32,379,Male,Infected,5,1,27/11/2017,99.408,50.568,5.885116566,18.592436,19.14409092,2,4,6,5
32,379,Male,Infected,6,1,27/11/2017,97.247,45.094,5.885116566,18.62121556,17.93111848,2,5,7,6
32,379,Male,Infected,7,1,27/11/2017,91.052,44.662,5.908754945,17.06174972,15.45588076,3,5,8,7
32,379,Male,Infected,8,1,27/11/2017,85.145,44.806,5.383442207,17.12608436,12.93804951,4,6,7,7
32,379,Male,Infected,9,1,27/11/2017,79.526,47.831,6.381519098,18.83537446,17.93111848,4,5,6,6
32,379,Male,Infected,10,1,27/11/2017,83.704,39.619,5.383442207,19.63701718,14.60782236,4,6,7,7
32,379,Male,Infected,11,1,27/11/2017,76.213,40.339,4.756967942,22.38544617,21.56476712,4,4,5,6
32,379,Male,Infected,12,1,27/11/2017,72.323,43.077,4.756967942,24.19115917,25.0054807,2,4,5,5
33,379,Male,Infected,1,1,27/11/2017,52.106,57.275,27.13191716,34.80374955,36.30042391,0,0,0,4
33,379,Male,Infected,2,1,27/11/2017,26.053,72.163,20.16109821,31.30974216,30.0068551,0,0,0,5
33,379,Male,Infected,3,1,27/11/2017,45.283,83.535,7.105490061,16.75784899,14.36252687,1,5,5,5
33,379,Male,Infected,4,1,27/11/2017,46.316,90.565,6.081728455,15.81118095,12.28551216,3,5,6,5
33,379,Male,Infected,5,1,27/11/2017,39.7,93.46,5.852672296,18.45332604,19.31048472,3,4,5,4
33,379,Male,Infected,6,1,27/11/2017,34.737,90.358,5.852672296,20.6563211,20.16109821,1,4,4,5
33,379,Male,Infected,7,1,27/11/2017,48.177,96.355,6.081728455,17.91774114,14.38786329,2,6,7,6
33,379,Male,Infected,8,1,27/11/2017,58.516,89.118,6.658119855,18.48296762,14.36252687,2,5,6,5
33,379,Male,Infected,9,1,27/11/2017,62.444,94.494,5.704694295,21.75755551,20.36171903,2,3,4,5
33,379,Male,Infected,10,1,27/11/2017,66.58,90.565,5.704694295,23.95221002,22.42728492,2,2,3,5
34,379,Male,Control,1,1,27/11/2017,34.422,62.782,22.12827716,35.40225317,38.25646945,0,0,0,4
34,379,Male,Control,2,1,27/11/2017,53.473,74.039,20.47836744,24.02924345,23.83654763,0,0,0,6
34,379,Male,Control,3,1,27/11/2017,73.823,65.38,12.75907246,31.61273452,34.58366334,0,1,3,5
34,379,Male,Control,4,1,27/11/2017,77.07,77.719,12.75907246,31.34089013,31.72246945,0,1,2,5
34,379,Male,Control,5,1,27/11/2017,58.235,54.122,3.19678745,32.37608235,35.76067072,1,1,2,5
34,379,Male,Control,6,1,27/11/2017,61.05,52.607,3.19678745,33.77291479,36.03522369,1,1,2,5
34,379,Male,Control,7,1,27/11/2017,67.544,94.389,17.40751025,29.49752828,27.21086788,0,0,3,5
34,379,Male,Control,8,1,27/11/2017,50.442,97.636,3.255174342,26.91029535,28.52174772,2,2,4,5
34,379,Male,Control,9,1,27/11/2017,50.658,100.884,3.255174342,28.83408964,31.06176376,2,2,4,5
34,379,Male,Control,10,1,27/11/2017,45.246,99.368,5.477064907,29.12750264,32.39257825,2,3,3,5
34,379,Male,Control,11,1,27/11/2017,33.989,92.441,13.21754054,32.64159804,31.63682878,0,1,3,5
35,379,Male,Control,1,1,27/11/2017,54.562,102.248,11.82414428,32.29629847,33.71945937,0,1,1,5
35,379,Male,Control,2,1,27/11/2017,43.694,97.59,11.82414428,31.91763377,32.09007214,0,1,3,5
35,379,Male,Control,3,1,27/11/2017,75.411,92.711,3.1763213,30.13969319,32.09007214,1,2,3,5
35,379,Male,Control,4,1,27/11/2017,74.08,89.827,3.1763213,28.2704567,31.36197004,1,2,3,5
35,379,Male,Control,5,1,27/11/2017,78.294,78.294,4.662811598,28.65129742,33.71945937,1,4,4,4
35,379,Male,Control,6,1,27/11/2017,82.508,76.298,4.662811598,31.69997065,38.13635295,1,2,4,4
35,379,Male,Control,7,1,27/11/2017,74.302,67.87,11.16225067,29.5511926,32.33770216,0,2,2,5
35,379,Male,Control,8,1,27/11/2017,57.223,53.009,14.6669835,34.82691221,34.37599084,0,1,1,6
35,379,Male,Control,9,1,27/11/2017,43.472,58.111,14.6669835,33.74204675,39.47962418,0,1,1,5
35,379,Male,Control,10,1,27/11/2017,41.476,78.072,7.43647282,26.9596964,29.59935773,2,2,3,4
35,379,Male,Control,11,1,27/11/2017,34.378,80.29,4.357485169,30.78119141,35.58295921,2,2,3,5
35,379,Male,Control,12,1,27/11/2017,33.269,76.076,4.357485169,31.7183174,33.7396715,2,2,2,4
36,502,Female,Infected,1,1,27/11/2017,75.992,76.213,27.86024067,44.28085618,47.19763576,0,0,0,3
36,502,Female,Infected,2,1,27/11/2017,48.599,71.132,16.74452821,24.42111902,24.53294326,0,0,2,5
36,502,Female,Infected,3,1,27/11/2017,38.659,57.657,15.59640667,30.0780499,29.72404433,0,0,2,5
36,502,Female,Infected,4,1,27/11/2017,29.16,70.027,8.86183604,21.73520793,18.14129273,1,3,7,7
36,502,Female,Infected,5,1,27/11/2017,28.497,78.864,3.981915368,17.7105486,14.95985691,4,5,6,5
36,502,Female,Infected,6,1,27/11/2017,27.172,82.619,2.095325273,17.4579064,14.4436915,4,5,6,6
36,502,Female,Infected,7,1,27/11/2017,27.834,84.607,2.095325273,17.19503622,14.36842269,4,6,6,6
36,502,Female,Infected,8,1,27/11/2017,30.043,86.816,2.88049041,16.97088673,13.94211159,4,5,6,6
36,502,Female,Infected,9,1,27/11/2017,30.264,89.688,2.88049041,18.0984974,14.833155,4,5,7,5
36,502,Female,Infected,10,1,27/11/2017,35.345,96.536,8.527113521,21.97968467,17.54592519,1,4,6,6
36,502,Female,Infected,11,1,27/11/2017,44.844,101.396,10.67007971,27.74640042,26.81123957,0,1,2,5
37,502,Female,Infected,1,1,27/11/2017,47.992,59.323,34.58128276,42.32297794,41.71439699,0,0,0,6
37,502,Female,Infected,2,1,27/11/2017,79.098,74.432,4.93329839,32.21827873,34.58128276,1,1,2,5
37,502,Female,Infected,3,1,27/11/2017,78.431,79.32,4.93329839,29.21304623,33.95874959,1,2,4,5
37,502,Female,Infected,4,1,27/11/2017,82.43,90.207,6.534214031,28.66672905,30.50703591,2,3,4,5
37,502,Female,Infected,5,1,27/11/2017,78.653,95.539,3.280906277,26.3738744,24.88657865,2,2,4,6
37,502,Female,Infected,6,1,27/11/2017,77.098,98.428,3.280906277,26.26363959,24.07920298,2,3,4,6
37,502,Female,Infected,7,1,27/11/2017,65.322,103.538,10.0202242,24.62801971,24.63720603,0,2,3,5
37,502,Female,Infected,8,1,27/11/2017,55.324,104.205,10.0202242,24.67284791,22.52733462,0,3,4,6
37,502,Female,Infected,9,1,27/11/2017,44.659,99.983,3.803007363,25.6341096,32.47624895,3,4,4,5
37,502,Female,Infected,10,1,27/11/2017,40.882,100.427,3.803007363,27.5216505,36.27112704,3,4,4,5
37,502,Female,Infected,11,1,27/11/2017,38.216,97.539,3.391434505,28.64439203,38.89216174,3,3,4,5
37,502,Female,Infected,12,1,27/11/2017,36.438,94.651,3.391434505,30.01919872,37.16937584,3,3,3,4
38,502,Female,Control,1,1,27/11/2017,55.901,56.332,22.66709796,36.33603787,35.72452281,0,0,0,6
38,502,Female,Control,2,1,27/11/2017,44.03,78.779,9.409901009,27.61601189,25.39268497,1,4,4,6
38,502,Female,Control,3,1,27/11/2017,49.641,86.333,3.961637666,22.60979681,28.24493146,4,4,5,5
38,502,Female,Control,4,1,27/11/2017,47.699,89.786,3.961637666,24.40731725,29.63237588,2,5,5,5
38,502,Female,Control,5,1,27/11/2017,55.469,87.412,5.927041842,20.47387121,22.31864212,3,5,5,5
38,502,Female,Control,6,1,27/11/2017,56.332,78.995,8.461126284,21.53952068,22.66709796,2,4,5,5
38,502,Female,Control,7,1,27/11/2017,58.706,98.42,11.47406785,24.02383246,20.16120545,0,2,5,6
38,502,Female,Control,8,1,27/11/2017,75.541,99.93,9.059804082,26.15847956,28.41231962,1,2,4,5
38,502,Female,Control,9,1,27/11/2017,77.484,91.081,4.552922248,23.0877718,24.36141416,2,3,3,5
38,502,Female,Control,10,1,27/11/2017,81.369,88.707,4.552922248,24.69175527,25.93235479,2,3,3,5
38,502,Female,Control,11,1,27/11/2017,88.491,91.081,7.507247165,30.09622776,33.22520196,1,2,3,4
38,502,Female,Control,12,1,27/11/2017,90.218,66.261,24.12732304,37.54349024,36.72895166,0,0,0,6
39,502,Female,Control,1,1,27/11/2017,44.278,60.614,5.163478091,31.64609263,36.81433592,2,2,3,3
39,502,Female,Control,2,1,27/11/2017,49.437,60.829,4.6299419,27.77813699,32.11962362,2,3,3,4
39,502,Female,Control,3,1,27/11/2017,51.156,56.53,4.6299419,28.72736354,32.96654597,2,3,3,3
39,502,Female,Control,4,1,27/11/2017,61.044,55.025,10.00187827,26.87715469,27.36251158,0,2,3,5
39,502,Female,Control,5,1,27/11/2017,69.211,80.173,5.424967926,19.19338151,16.40913162,1,4,6,6
39,502,Female,Control,6,1,27/11/2017,73.725,77.164,5.424967926,18.27873398,13.60766806,2,6,6,6
39,502,Female,Control,7,1,27/11/2017,81.678,74.37,7.411370993,20.6989426,15.44251564,2,5,6,6
39,502,Female,Control,8,1,27/11/2017,85.332,80.818,3.654,22.39483221,14.83085651,3,5,6,6
39,502,Female,Control,9,1,27/11/2017,85.332,84.472,3.654,23.40177561,15.20019458,2,5,6,6
39,502,Female,Control,10,1,27/11/2017,80.173,85.332,5.230189385,21.20001929,11.5900699,3,6,6,6
39,502,Female,Control,11,1,27/11/2017,75.875,90.491,6.714766191,23.80348547,15.33072502,1,5,6,6
40,502,Male,Infected,1,1,27/11/2017,64.662,53.552,12.12617211,33.36910667,34.17285487,0,1,1,4
40,502,Male,Infected,2,1,27/11/2017,76.661,85.549,22.99110413,36.8230918,36.31698662,0,0,0,6
40,502,Male,Infected,3,1,27/11/2017,57.774,72.439,11.39138078,22.79959621,22.31807557,0,1,2,6
40,502,Male,Infected,4,1,27/11/2017,53.774,83.105,8.745383296,22.17511296,25.11783106,1,3,4,4
40,502,Male,Infected,5,1,27/11/2017,45.997,87.105,6.977342546,22.72338868,21.81698517,2,2,5,6
40,502,Male,Infected,6,1,27/11/2017,54.441,100.659,15.96909678,32.95996716,31.56533821,0,0,2,6
40,502,Male,Infected,7,1,27/11/2017,40.442,82.883,6.977342546,21.97154256,20.23549752,1,4,5,6
40,502,Male,Infected,8,1,27/11/2017,28.665,82.439,7.386691411,27.64132546,28.47102151,1,2,4,5
40,502,Male,Infected,9,1,27/11/2017,27.776,75.106,7.386691411,27.23644047,27.20073538,1,3,3,6
40,502,Male,Infected,10,1,27/11/2017,33.775,66.44,10.53980821,25.23690959,24.73742109,0,2,4,7
40,502,Male,Infected,11,1,27/11/2017,42.886,57.774,12.26973194,26.34782469,25.22766372,0,2,2,6
40,502,Male,Infected,12,1,27/11/2017,52.885,50.663,12.12617211,31.16448779,34.53920452,0,2,2,4
41,502,Male,Infected,1,1,27/11/2017,30.745,52.549,12.21194595,29.35601273,30.33371038,0,1,2,5
41,502,Male,Infected,2,1,27/11/2017,42.955,52.767,12.21194595,22.89887044,21.88900417,0,1,4,5
41,502,Male,Infected,3,1,27/11/2017,34.233,34.233,18.64516023,30.96127588,29.80188721,0,0,1,5
